date,open,close,high,low,amount
2021-12-17,295.31,290.1,295.95,290.1,204678.41
2021-12-20,290.78,293.55,296.25,290.51,206579.79
2021-12-21,293.51,301.16,302.96,293.1,317596.6
2021-12-22,300.41,300.71,302.1,295.09,224831.08
2021-12-23,299.06,301.99,305.74,298.73,196541.81
2021-12-24,299.96,303.08,303.41,298.09,163774.82
2021-12-27,303.23,306.41,309.98,302.1,275623.36
2021-12-28,306.41,314.4,315.45,306.41,512720.47
2021-12-29,313.73,310.01,315.79,309.04,215842.58
2021-12-30,309.98,309.83,311.85,306.9,218290.08
2021-12-31,309.6,309.26,311.63,305.4,216733.93
2022-01-04,309.98,315.08,315.6,308.48,310408.01
2022-01-05,315.23,318.49,331.84,312.75,613699.22
2022-01-06,316.76,313.65,325.69,312.98,341889.49
2022-01-07,315.53,324.15,326.78,313.76,437220.85
2022-01-10,325.73,324.23,335.78,321.23,352521.63
2022-01-11,321.3,315.98,328.05,315.6,336945.29
2022-01-12,317.81,311.03,318.68,306.34,384641.29
2022-01-13,312.15,303.68,315.08,303.23,267325.85
2022-01-14,302.85,302.48,305.66,300.23,209969.9
2022-01-17,302.85,306.34,307.88,301.43,203811.36
2022-01-18,305.51,307.35,308.78,302.55,213077.18
2022-01-19,308.85,314.59,318.19,307.95,404010.59
2022-01-20,314.44,327.3,327.98,314.14,506621.97
2022-01-21,325.43,322.76,328.05,319.84,302262.21
2022-01-24,320.48,321.53,328.84,319.35,169130.71
2022-01-25,320.48,316.91,327.98,314.55,251851.51
2022-01-26,319.24,319.39,323.21,315.75,179965.04
2022-01-27,316.54,313.05,320.36,311.89,258965.59
2022-01-28,313.09,306.98,317.48,306.34,269219.24
2022-02-07,311.85,312.6,316.13,307.65,212957.84
2022-02-08,311.48,311.1,313.35,306.23,252227.89
2022-02-09,312.23,319.69,321.49,309.6,308211.3
2022-02-10,317.85,308.66,319.76,308.1,400938.08
2022-02-11,306.79,310.5,312.23,304.28,263156.15
2022-02-14,308.1,306.23,308.21,300.98,198336.4
2022-02-15,305.18,302.59,307.35,302.1,226625.61
2022-02-16,303.15,307.35,308.06,301.73,189392.58
2022-02-17,306.26,303.49,309.23,302.89,177123.19
2022-02-18,301.69,306.23,306.75,299.89,153925.11
2022-02-21,305.48,305.1,305.55,302.48,107090.58
2022-02-22,302.85,295.61,303.04,292.16,363014.46
2022-02-23,295.16,296.78,297.38,293.85,195985.6
