date,open,close,high,low,amount
2021-02-04,131.61,128.89,132.42,126.79,1798665.66
2021-02-05,128.93,128.61,130.35,128.21,924971.85
2021-02-08,128.61,129.83,130.47,128.41,926302.56
2021-02-09,129.87,132.54,132.78,128.77,1395326.36
2021-02-10,132.21,132.05,132.94,130.76,1157932.72
2021-02-18,133.39,132.34,134.0,131.85,1310783.1
2021-02-19,131.93,135.09,135.29,131.04,1392744.22
2021-02-22,135.62,131.65,135.62,131.49,1676243.04
2021-02-23,131.77,130.96,132.78,130.59,986555.37
2021-02-24,131.16,130.23,132.09,129.26,958634.34
2021-02-25,130.88,131.49,133.67,129.78,1379275.39
2021-02-26,129.3,129.54,130.76,129.06,1097797.77
2021-03-01,125.69,122.94,125.69,120.47,2803137.99
2021-03-02,122.94,121.08,123.14,120.63,1490008.72
2021-03-03,120.63,121.93,122.25,120.47,970336.97
2021-03-04,121.16,119.66,121.64,119.54,1288013.16
2021-03-05,119.66,120.63,121.2,118.57,1149816.79
2021-03-08,121.08,118.57,121.73,118.57,1203736.47
2021-03-09,118.44,115.37,119.42,115.16,1305341.8
2021-03-10,116.3,115.12,116.58,114.96,876286.25
2021-03-11,115.41,116.5,116.78,115.41,793470.41
2021-03-12,116.62,115.49,116.62,113.91,1156455.17
2021-03-15,114.56,113.38,114.76,112.94,897626.51
2021-03-16,113.91,113.95,114.19,113.02,602115.76
2021-03-17,113.99,114.92,115.37,113.63,753687.73
2021-03-18,114.92,114.56,115.65,114.35,686557.65
2021-03-19,113.99,116.3,116.34,113.26,1210142.11
2021-03-22,115.89,116.99,117.88,115.65,1053069.21
2021-03-23,116.78,116.62,117.59,115.16,760631.92
2021-03-24,116.14,116.54,118.44,115.97,931330.97
2021-03-25,115.97,115.97,116.99,115.85,475952.15
2021-03-26,115.85,116.3,116.7,115.73,538542.48
2021-03-29,116.18,117.43,118.61,115.77,796389.46
2021-03-30,117.03,117.43,118.2,116.87,536528.29
2021-03-31,117.39,115.93,117.39,115.93,547367.85
2021-04-01,115.93,117.03,117.07,115.41,584316.13
2021-04-02,117.15,116.91,117.8,116.58,614623.31
2021-04-06,118.4,116.99,118.73,116.91,726292.37
2021-04-07,116.87,116.58,117.31,116.1,594220.33
2021-04-08,115.97,116.34,117.39,115.93,609198.47
2021-04-09,116.01,114.76,116.1,114.76,686484.53
2021-04-12,114.76,113.54,115.08,113.34,590009.98
2021-04-13,113.54,113.83,114.07,113.14,462451.47
2021-04-14,113.83,114.68,115.37,113.75,504175.31
2021-04-15,114.44,113.87,114.6,113.3,481014.45
2021-04-16,113.99,115.04,115.41,113.87,519719.74
2021-04-19,114.76,116.46,116.66,114.39,847988.17
2021-04-20,115.93,115.45,116.99,115.33,628183.08
2021-04-21,114.88,114.76,115.45,114.6,407653.2
2021-04-22,115.29,114.27,115.41,114.07,545438.94
2021-04-23,114.03,113.95,114.56,113.67,493759.78
2021-04-26,113.91,112.53,114.76,112.41,714997.74
2021-04-27,112.57,111.32,112.69,111.07,706185.07
2021-04-28,111.36,111.84,111.84,110.67,485169.53
2021-04-29,112.33,115.53,116.22,112.01,1592565.38
2021-04-30,114.76,115.77,116.7,114.48,1069396.46
2021-05-06,116.87,116.38,117.96,115.69,981386.3
2021-05-07,116.01,114.11,116.62,113.63,837557.98
2021-05-10,114.48,115.45,116.1,114.11,662676.19
2021-05-11,114.48,115.85,116.7,113.42,680556.03
2021-05-12,115.37,116.14,116.34,114.96,570219.2
2021-05-13,115.33,114.88,116.18,114.56,556860.38
2021-05-14,115.69,122.21,123.18,115.57,3326163.83
2021-05-17,120.43,119.98,120.63,118.73,2128584.27
2021-05-18,119.3,119.5,121.24,118.85,925575.01
2021-05-19,119.25,119.54,120.75,119.09,806583.72
2021-05-20,119.5,120.67,121.52,119.21,1109115.08
2021-05-21,120.75,118.85,121.04,118.81,827480.62
2021-05-24,119.58,121.36,122.33,119.5,1400131.26
2021-05-25,121.36,125.41,126.71,121.0,2911827.2
2021-05-26,125.61,123.99,126.75,123.79,1940857.08
2021-05-27,123.95,124.16,125.33,123.39,1119097.39
2021-05-28,124.16,125.21,126.5,123.35,1392900.43
2021-05-31,125.21,124.92,125.21,123.79,924054.31
2021-06-01,124.44,123.55,124.44,122.17,1046951.73
2021-06-02,123.55,121.24,124.11,121.0,976466.48
2021-06-03,121.73,121.16,123.06,121.04,782288.92
2021-06-04,120.67,122.62,126.3,120.43,1367718.57
2021-06-07,123.55,124.72,126.91,122.74,1366123.91
2021-06-08,124.16,124.16,126.26,123.67,1092863.52
2021-06-09,124.36,123.39,125.09,122.74,724102.43
2021-06-10,122.86,123.1,124.72,122.86,819877.4
2021-06-11,122.94,120.19,123.47,119.66,1290164.16
2021-06-15,120.02,118.73,120.35,118.4,792464.45
2021-06-16,118.49,119.01,119.58,118.4,640219.85
2021-06-17,118.73,118.57,119.34,117.96,599392.35
2021-06-18,118.32,119.01,119.62,117.84,756795.18
2021-06-21,119.21,118.4,120.23,118.36,761880.65
2021-06-22,118.77,119.05,119.58,118.24,609209.4
2021-06-23,119.13,119.46,120.23,118.49,724185.19
2021-06-24,119.58,120.43,121.4,119.42,867812.81
2021-06-25,120.75,122.49,123.91,120.02,1658267.22
2021-06-28,122.82,120.96,122.82,120.67,940776.11
2021-06-29,121.0,119.62,121.44,119.5,784548.57
2021-06-30,119.66,120.19,120.55,118.93,746818.31
2021-07-01,121.44,119.09,121.85,118.44,1055002.29
2021-07-02,118.32,114.96,118.32,114.8,1229453.69
2021-07-05,114.96,114.48,115.53,113.46,678159.47
2021-07-06,114.72,115.08,115.29,113.95,600573.9
2021-07-07,114.68,114.92,115.65,114.52,603386.82
2021-07-08,115.53,114.76,115.81,114.31,661945.56
2021-07-09,114.35,114.39,115.08,113.75,629464.31
2021-07-12,115.65,115.93,116.7,114.84,1047903.3
